sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,value,HKMetadataKeyAudioExposureDuration,HKMetadataKeyAudioExposureLevel
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-22 20:34:29 +0000,2023-07-23 04:58:12 +0000,momentaryLimit,6860.92 s,93.2201 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-23 04:58:12 +0000,2023-07-24 02:49:04 +0000,momentaryLimit,6812.55 s,93.3019 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-24 02:49:04 +0000,2023-07-25 14:00:29 +0000,momentaryLimit,9076.95 s,92.005 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-25 14:00:29 +0000,2023-07-26 20:19:24 +0000,momentaryLimit,9384.68 s,91.8604 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-26 20:19:24 +0000,2023-07-28 14:11:09 +0000,momentaryLimit,6853.11 s,93.2265 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-28 14:11:09 +0000,2023-07-29 13:45:37 +0000,momentaryLimit,5697.07 s,94.0293 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-29 13:45:37 +0000,2023-07-30 14:08:28 +0000,momentaryLimit,5703.37 s,94.0278 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-30 14:08:28 +0000,2023-07-31 00:46:13 +0000,momentaryLimit,6201.25 s,93.6594 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-07-31 00:46:13 +0000,2023-08-01 03:23:20 +0000,momentaryLimit,11944 s,90.8124 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-01 03:23:20 +0000,2023-08-01 20:39:41 +0000,momentaryLimit,7913.62 s,92.6009 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-01 20:39:41 +0000,2023-08-02 20:32:59 +0000,momentaryLimit,6087.41 s,93.7396 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-02 20:32:59 +0000,2023-08-04 14:28:29 +0000,momentaryLimit,8220.49 s,92.4364 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-04 14:28:29 +0000,2023-08-06 13:45:31 +0000,momentaryLimit,10146.1 s,91.5214 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-06 13:45:31 +0000,2023-08-07 00:33:00 +0000,momentaryLimit,9892.3 s,91.6308 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-07 00:33:00 +0000,2023-08-07 20:47:02 +0000,momentaryLimit,9061.36 s,92.016 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-07 20:47:02 +0000,2023-08-08 20:42:07 +0000,momentaryLimit,5961.93 s,93.8431 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-08 20:42:07 +0000,2023-08-10 23:03:32 +0000,momentaryLimit,10749.5 s,91.2701 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-10 23:03:32 +0000,2023-08-12 21:06:40 +0000,momentaryLimit,10283.3 s,91.4641 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-12 21:06:40 +0000,2023-08-14 17:54:22 +0000,momentaryLimit,10919.5 s,91.2279 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-14 17:54:22 +0000,2023-08-16 14:11:21 +0000,momentaryLimit,9628.72 s,91.7485 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-16 14:11:21 +0000,2023-08-17 20:26:18 +0000,momentaryLimit,6601.58 s,93.3891 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-17 20:26:18 +0000,2023-08-19 14:25:01 +0000,momentaryLimit,7389.48 s,92.8994 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-19 14:25:01 +0000,2023-08-20 20:14:20 +0000,momentaryLimit,6301.18 s,93.591 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-20 20:14:20 +0000,2023-08-22 20:46:49 +0000,momentaryLimit,10643 s,91.3145 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-22 20:46:49 +0000,2023-08-24 20:23:37 +0000,momentaryLimit,8318.31 s,92.3877 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-24 20:23:37 +0000,2023-08-25 21:14:24 +0000,momentaryLimit,5296.43 s,94.3464 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-25 21:14:24 +0000,2023-08-26 12:53:39 +0000,momentaryLimit,7443.07 s,92.868 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-26 12:53:39 +0000,2023-08-28 16:57:11 +0000,momentaryLimit,10532.6 s,91.3586 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-28 16:57:11 +0000,2023-08-31 14:07:09 +0000,momentaryLimit,17485.2 s,89.1572 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-08-31 14:07:09 +0000,2023-09-02 02:54:32 +0000,momentaryLimit,12002 s,90.7933 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-02 02:54:32 +0000,2023-09-03 05:15:26 +0000,momentaryLimit,6062.78 s,93.7587 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-03 05:15:26 +0000,2023-09-04 14:20:28 +0000,momentaryLimit,10033.2 s,91.5719 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-04 14:20:28 +0000,2023-09-07 06:01:23 +0000,momentaryLimit,8417.83 s,92.3344 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-07 06:01:23 +0000,2023-09-07 13:03:59 +0000,momentaryLimit,4522.11 s,95.0825 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-07 13:03:59 +0000,2023-09-07 20:30:48 +0000,momentaryLimit,6007.89 s,94.0219 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-07 20:30:48 +0000,2023-09-11 14:10:47 +0000,momentaryLimit,32762.6 s,86.4313 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-11 14:10:47 +0000,2023-09-13 15:16:02 +0000,momentaryLimit,6616.41 s,93.3799 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-13 15:16:02 +0000,2023-09-14 20:30:16 +0000,momentaryLimit,5527.13 s,94.1587 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-14 20:30:16 +0000,2023-09-16 14:27:23 +0000,momentaryLimit,19059.3 s,88.7826 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-16 14:27:23 +0000,2023-09-17 15:46:44 +0000,momentaryLimit,4890.55 s,94.6917 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-17 15:46:44 +0000,2023-09-18 02:46:27 +0000,momentaryLimit,10302.2 s,91.4565 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-18 02:46:27 +0000,2023-09-19 23:42:12 +0000,momentaryLimit,8243.22 s,92.4263 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-19 23:42:12 +0000,2023-09-20 02:27:06 +0000,momentaryLimit,6537.08 s,93.4311 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-20 02:27:06 +0000,2023-09-20 22:32:01 +0000,momentaryLimit,5937.53 s,93.8488 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-20 22:32:01 +0000,2023-09-21 11:43:54 +0000,momentaryLimit,7418.74 s,92.8805 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-21 11:43:54 +0000,2023-09-21 15:28:52 +0000,momentaryLimit,10710.1 s,91.2862 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-21 15:28:52 +0000,2023-09-23 03:54:08 +0000,momentaryLimit,14251.7 s,90.0456 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-23 03:54:08 +0000,2023-09-24 17:02:23 +0000,momentaryLimit,8976.54 s,92.0555 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-24 17:02:23 +0000,2023-09-24 23:27:13 +0000,momentaryLimit,6557.92 s,93.416 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-24 23:27:13 +0000,2023-09-25 14:26:12 +0000,momentaryLimit,10875.3 s,91.2193 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-25 14:26:12 +0000,2023-09-28 07:25:37 +0000,momentaryLimit,18789.9 s,88.8448 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-28 07:25:37 +0000,2023-09-29 17:39:17 +0000,momentaryLimit,11661.1 s,90.9174 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-29 17:39:17 +0000,2023-09-30 01:01:30 +0000,momentaryLimit,6062.86 s,93.7574 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-09-30 01:01:30 +0000,2023-09-30 13:51:46 +0000,momentaryLimit,11451.1 s,90.9961 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-10-03 09:13:35 +0000,2023-10-10 09:15:44 +0000,momentaryLimit,7047.86 s,93.147 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-10-10 09:15:44 +0000,2023-10-13 13:34:38 +0000,momentaryLimit,8052.27 s,92.5245 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-10-13 13:34:38 +0000,2023-10-19 07:36:20 +0000,momentaryLimit,8659.18 s,92.2089 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-10-19 07:36:20 +0000,2023-10-20 15:44:37 +0000,momentaryLimit,8600.6 s,92.2419 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-10-20 15:44:37 +0000,2023-10-27 07:28:00 +0000,momentaryLimit,5850.09 s,93.9362 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-11-01 08:57:45 +0000,2023-11-08 09:00:47 +0000,momentaryLimit,9704.29 s,91.7344 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-11-08 09:00:47 +0000,2023-11-14 07:39:13 +0000,momentaryLimit,9955.44 s,91.606 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-11-14 07:39:13 +0000,2023-11-16 14:02:05 +0000,momentaryLimit,10347.4 s,91.4377 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-11-16 14:02:05 +0000,2023-11-21 10:25:25 +0000,momentaryLimit,8196.8 s,92.4501 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-11-21 10:25:25 +0000,2023-11-23 07:21:55 +0000,momentaryLimit,7716.57 s,92.7102 dBASPL
HKCategoryTypeIdentifierHeadphoneAudioExposureEvent,Ege,16.1.1,"iPhone12,1",,2023-11-23 07:21:55 +0000,2023-11-24 12:47:24 +0000,momentaryLimit,6250.36 s,93.6259 dBASPL
